16MTWBLU,['https://www.lebanonelectric.com/brand-southwire/16-mtw-blu-25mr-rohs/sku-V3864-411020906']
CAN 949,"['http://www.bamko.com/lab.html', 'https://inasa.mx/wp-content/uploads/2019/10/ALMACEN-GMC.xls']"
FEI ESL13T//G,"['https://www.bulbs.com/product/SKB13EAPWW', 'https://lightbulbsurplus.com/products/longstar-fe-iis-13w-g-13w-120v-60hz-240ma-green-cfl-light-bulb.html', 'https://ilighting.com/products/feit-electric-esl13t-bw-13w-ecobulb-plus-brightwhite-cfl-lamp.html']"
ALU 034X400,['https://www.platt.com/platt-electric-supply/Nipples-Aluminum/Multiple/344ANP/product.aspx?zpid=16407']
GFI UYL 15-1-IVY,['https://www.ebay.com/itm/Ivory-120V-15A-GFCI-Receptacle-w-Wallplate-15-Amp-Self-Test-Outlet-NEW-/142759295385']
16TFFNWHT,"['https://www.bell-electrical.com/2381413/Product/CerroWire%C2%AE-TFFN-16-CU-Str-White-500-Ft', 'https://www.southwire.com/wire-cable/building-wire/copper-tffn-tfn-tewn/p/27036301']"
18/1PR SHD LSZH,[]
18/8PR SP/OS LSZH K1,[]
RAY KE810-2ZMA,"['https://www.walmart.com/ip/Rayovac-Mercury-Free-N-Electronic-Alkaline-Batteries-2-Pack-KE810-2ZMD/22032643', 'https://www.ebay.com/p/1817646053', 'https://www.ebay.com/itm/2-Pack-Rayovac-KE810-2ZMD-Size-N-1-5V-Alkaline-Battery-New-/263549704398', 'https://www.batteryjunction.com/rayovac-ke810-2zm.html', 'https://www.rexelusa.com/usr/Root-Category/Tools%2C-Testing%2C-Meters/Batteries-%26-Chargers/Disposable-Batteries/Size-N-Batteries/Rayovac-KE810-2ZMA-RAY-KE810-2ZMA-1-5V-N-ALKALINE-Discontinued-/p/627491', 'https://www.gexpro.com/s/non-rechargeable-n-batteries?cat=0qiyizoy', 'https://www.bulbspro.com/rayovac-ke810-2zm-alkaline-battery-1-5-volt-for-keyless-entry-and-remote-controls-n-size-2-pack.html']"
2/0-3 W/GND AIA 600V,['https://www.nassauelectrical.com/products/xhhw-power-cable-3-conductor-with-ground-type-tc']
RYC 5BTV1CT,[]
PAP TYP 4606X,['https://www.walmart.com/ip/EBM-PAPST-4606X-AXIAL-FAN-119MM-x-38MM-115VAC-106CFM-51dBA/628466439']
ING 39488671,['https://www.bradleycorp.com/navigatorvalves']
TERASD500-750/3,[]
8/3 W/GND XLP/PVC,[]
14XHHWORG,[]
BEL 3092A,[]
14MTWRED,"['https://www.elliottelectric.com/P/Item/COP/MTW14STRD/', 'https://www.empirewc.com/products/mtw-14g-03', 'https://www.rexelusa.com/p/66078/14-awg-mtw-stranded-copper-red-2500-32886469367-mtw14str264red2500rl', 'https://www.platt.com/platt-electric-supply/MTW-14-AWG/Multiple/14MTWSTRREDX500/product.aspx?zpid=62377', 'https://www.ebay.com/itm/MTW-14-AWG-GAUGE-RED-STRANDED-COPPER-WIRE-25-FEET-MACHINE-TOOL-WIRE-USA-MADE/121402297298']"
14XHHWBRN,[]
16/2SHLDTC,['https://www.gexpro.com/p/144869/omni-cable/shielded-tray-cable-16-2-pvc-jacket-600v-ul-type-tc-er/a21602']
12/2THHN,[]
PHOTO_LGT_010,[]
ENT 11362927,[]
BEL 8465,"['http://anaheimwire.online/bel-8465/', 'https://www.ebay.com/itm/1000-Belden-8465-18-AWG-5C-PVC-19x30-Strand-Audio-Control-Instrumentation-Cable-/382275247816']"
GE 327,"['https://www.skygeek.com/t1sinmidflan.html', 'https://www.ebay.com/p/1007420496']"
ING 30550636,[]
PVC 200CPLG,['https://www.samsonelectrical.com/product/conduit-2-in-galv-cplg-coupling/']
38440913,"['http://www.airengineering.com/38440947/', 'http://www.airengineering.com/39801287/']"
ALU 012,"['https://www.elliottelectric.com/P/Item/ALE/ALE12/', 'https://www.platt.com/platt-electric-supply/Conduit-Straight-Aluminum-Rigid-Conduit/Multiple/12A/product.aspx?zpid=16215']"
16/5 SHD LSZH K1,[]
ENT 010150125,[]
ENT 17478905,[]
10THHNBLK25,['https://www.bell-electrical.com/2377950/Product/CerroWire%C2%AE-THHN-10-CU-Str-Black-2500-Ft']
GE THQB1130,"['https://www.amazon.com/General-Electric-THQB1130-Circuit-Breaker/dp/B07BGHVS4D', 'https://www.galesburgelectric.com/ge-thqb1130-30a-single-pole-bolt-in-circuit-breaker/', 'https://www.cooper-electric.com/product/detail/GE-Industrial-Systems-THQB1130/?s=6775']"
ALP FIT-221-1/8BLACK,[]
16MTWBLK,"['https://www.empirewc.com/products/mtw-16g-01', 'https://www.platt.com/platt-electric-supply/MTW-16-AWG/Multiple/16MTWSTRBLAX500/product.aspx?zpid=69539']"
LEV 84004-40,"['https://www.emisupply.com/catalog/leviton-8400440-receptacle-wallplate-standard-size-gang-brushed-stainless-steel-p-22970.html', 'https://omaha.portalced.com/product/LEV/8400440/', 'https://shop.sequelelectricalsupply.com/buy/product/lev-84004-40-1g-ss-sgl-rcpt-plate/58939', 'https://www.gordonelectricsupply.com/p/Leviton-84004-40-1-Gang-Stainless-Steel-Single-Receptacle-Plate/1089']"
UNI HLKW050EG,['https://www.galco.com/buy/Unistrut/HLKW050EG']
TCNH14/2T,[]
18/12PR SP/OS LSZH,['https://catalog.belden.com/index.cfm?event=pd&p=PF_2122A']
ALP FIT-221-1/8-RED,[]
ALP FIT-221-3/32RED,nan
HN-PDTEST,"['https://worldwidescience.org/topicpages/t/test+mahler+measures.html', 'https://sweetsin.ltd/Zon/DldAsync?target=telegram%3AElectrical_Insulation_for_Rotating.pdf']"
14XHHWRED,['https://www.amazon.com/Southwire-28827426-NMW-WIRE-White/dp/B0069F4CYU']
10XHHWGRN,[]
14XHHWBLK,[]
14XHHWGRN,[]
10XHHWBLU,['https://www.gexpro.com/p/847017/10-awg-xhhw-2-stranded-copper-pink-500/xhhw10str7pnk500rl']
14XHHWBLU,[]
CON W244P-2274BLCT,[]
RYC 3BTV1CR,[]
ALP FIT-221-3/16BLK,[]
QUA 909-300-01,['https://www.ebay.com/itm/New-QUALITROL-909-300-01-SEAL-IN-RELAY-Factory-Sealed-AC-DC-90930001-/114150318336']
16/4TRI ST/OS,[]
12/4THHN,"['https://www.platt.com/platt-electric-supply/Tray-Cable-VNTC/Multiple/124TCDBX5000/product.aspx?zpid=618955', 'https://www.gexpro.com/s/omni-cable-vntc-tray-cable?cat=29imixpm&mfr=1ms3o&page=0']"
ALP FIT-221-1/16 RED,[]
10/4XLINK,[]
SQD H361,"['https://www.ebay.com/itm/163245192219', 'https://www.alliedelec.com/product/squared/h361/70405722/', 'https://www.1sourcedist.com/product/category/na_200300000000/disconnect_and_safety_switches']"
14MTWWHT,[]
BEL 7953A,"['https://catalog.belden.com/index.cfm?event=pd&p=PF_7953A', 'https://www.tessco.com/product/23awg-4pr-cat6-shielded-uv-oil-pvc-306852']"
LEV 5801-I,"['https://www.inlineelectric.com/buy/product/straight-blade-receptacle-10684-product-straight-blade-receptacle/10684', 'https://www.ebay.com/itm/Leviton-5801-I-NIB-Lot-Of-10-Ivory-20A-125V-Single-Receptacle-See-Pics-F1-/333586585564', 'https://www.platt.com/platt-electric-supply/Receptacles-Commercial-20-Amp-Single-Receptacles/Leviton/5801-I/product.aspx?zpid=35200']"
ALU 100CPLG,['https://www.samsonelectrical.com/product/tpz-53al-1in-al-coupling/']
8THHNBLU,"['https://www.amazon.com/Building-Wire-THHN-Blue-500ft/dp/B003J621Y0', 'https://www.mainelectricsupply.com/itemdetail/8BLUSTR', 'https://www.frommelectric.com/3074481/p/n/generic-thhn-600-vac-1-10-awg-stranded-copper-conductor-500-ft-spoolreel-l-blue', 'https://www.platt.com/platt-electric-supply/THHN-Copper-Stranded-8-AWG/Multiple/8THHNCSTRBLUX500/product.aspx?zpid=62741']"
AME 160655A,"['https://www.watts.com/products/plumbing-flow-control-solutions/gauges/pressure-gauges/lfdpg-5/watts_0121691', 'https://www.watts.com/products/plumbing-flow-control-solutions/gauges/pressure-gauges/dpg-1/watts_0615604', 'https://www.amazon.com/Winters-Economy-Pressure-Display-Accuracy/dp/B0087UBP6S']"
16/9 SHD LSZH K1 600V,[]
ADD PX901-DG,[]
CAT 6I-0274,['https://www.ebay.com/itm/CAT-RADIAL-SEAL-AIR-FILTER-6I-0274-/274561398477']
10/3THHN,"['https://www.platt.com/platt-electric-supply/Tray-Cable-VNTC/Multiple/103TCDBXMCR/product.aspx?zpid=618994', 'https://www.rexelusa.com/usr/Root-Category/Wire%2C-Cable%2C-Cord/Control-Cable/Tray-Cable/Tray-Cable---VNTC/Multiple-VNTC103-10-3-THHN-THWN-Unshielded-Tray-Cable/p/258371', 'https://www.elliottelectric.com/P/Item/COP/TC103WG500/']"
16/4PR SP/OS AIA 600V,[]
TERASD14/-1/3,"['https://www.rexelusa.com/p/94900/service-wire/asd-afd-tremination-kit-14-1-3/6100077/terasd14-1-3', 'https://www.platt.com/platt-electric-supply/Service-Wire/TERASD14-1-3/product.aspx?zpid=10084163']"
UNI P1000PG10,['https://unistrutstore.com/1-58-metal-framing/unistrut-channel/p1000/unistrut-p1000.html']
HN-CAB-SI,[]
UNI P1010EG,"['https://shop.kendallelectric.com/buy/product/p1010eg-unistrut-1-2-spring-nut-78636410100/2730338', 'https://www.denneyelectricsupply.com/index.jsp?path=find&ID=%2CHardware%2CStrut%2CFittings.and.Accessories%2Cdept-1V7&ds=dept&process=search&display=thumb&pagenum=2&qdx=0&start=60&itemsperpage=60&sortby=default&narrowby=&nstr=&pl=&ph=&fq=&fqv=&fqall=&allnstr=&sf=']"
8MTWBLK,[]
WAM XA-579768,['https://www.legrand.us/wire-and-cable-management/poke-thru-devices/recessed/8in-flush-style-cvr-assembly-aa-brushed-aluminum/p/8ct2aa']
UNI P1001-10PG,"['https://unistrutstore.com/1-58-metal-framing/unistrut-channel/p1000/unistrut-p1001-10pg.html', 'https://www.kellyhayes.com/p1001-10-pg-1-5-8-x-3-1-4-x-10-1-111-sq-inch-12-gauge-pre-galvanized-low-carbon-steel-solid-metal-framing-back-to-back-combination-channel.html']"
UNI HFLW050EG,"['https://www.platt.com/platt-electric-supply/Washers-Flat-Zinc-Plated-Steel/Unistrut/HFLW050-EG/product.aspx?zpid=59970', 'https://store.usesi.com/unistrut-hflw050eg-electro-galvanized-flat-washer-1-2-inch-536389', 'https://www.kellyhayes.com/hflw050eg-unistrut-1-2-flat-washer-plated-100-box.html']"
HOL S05075,[]
DIG 941-1650-ND,"['http://celsius8.altervista.org/Crossref_semi.htm', 'https://archive.org/stream/ComputerShopper_August2000/ComputerShopper_August2000_djvu.txt']"
TRI N308-010,"['https://www.tripplite.com/duplex-multimode-62-5-125-fiber-patch-cable-mtrj-st-8m-26-ft~N30808M', 'https://www.tripplite.com/duplex-multimode-62-5-125-fiber-patch-cable-mtrj-lc-3m-10-ft~N31403M', 'https://www.cablestogo.com/product/33136/1m-mtrj-st-62.5-125-om1-duplex-multimode-pvc-fiber-optic-cable-orange', 'https://www.cablestogo.com/product/33145/1m-mtrj-sc-62.5-125-om1-duplex-multimode-pvc-fiber-optic-cable-orange']"
WCW-G2,[]
ALP FIT-221-1/2BLK,['http://12.192.249.154/catalog/shop/Heat-Shrink-Tubing/dept-9YM?process=search&itemsperpage=60&sortby=&display=thumb&ph=&pl=&qdx=0&nstr=&narrowby=&pagenum=2']
16/2PRSHLDTC,['https://www.gexpro.com/p/144869/omni-cable/shielded-tray-cable-16-2-pvc-jacket-600v-ul-type-tc-er/a21602']
4/0-7SDBC,nan
12THHNRED25,[]
ALP FIT-221-3/4BLUE,['https://doczz.net/doc/855084/click-for-pdf---kgp-logistics']
EVR EN22,[]
KRA S1B G211,[]
PS PS-12350NB,"['https://www.amazon.com/Powersonic-PS-12350NB-35Amp-Sealed-Battery/dp/B07BQZ2L1Y', 'https://www.walmart.com/ip/Powersonic-PS-12350NB-12-Volt-35-Amp-Hour-Sealed-Lead-Acid-Battery-with-Nut-Bolt-Connector/133468393', 'https://www.batteryjunction.com/powersonic-ps-12350-nb.html', 'https://www.jmac.com/PowerSonic_PS_12350NB_p/POWERSONIC-PS-12350NB.htm']"
COO 026-45SP,[]
14/4XLINK,['https://secure.libertycable.com/products/liberty%20wire%20&%20cable/14-4C-EX%252B/EXTRAFLEX-12-AWG-4-Conductor-Heavy-Duty-Speaker-Cable']
PVC 212MA,['https://archive.org/stream/gov.nm.mechanical/nm_mechanical_djvu.txt']
RIG SAFR11-L2-U-LFG-P-SAF,['https://www.rexelusa.com/p/707915/rig-a-lite-rig-safr-11-l-u-lfg-p-ss-safr-led-safr-11-l-u-lfg-p-ss']
LEV 80701-I,"['https://www.leviton.com/en/products/80701-w', 'https://www.emisupply.com/catalog/leviton-80701i-switch-wallplate-standard-size-gang-ivory-p-22715.html', 'https://www.emisupply.com/catalog/leviton-80701w-switch-wallplate-standard-size-gang-white-p-22716.html', 'https://www.ebay.com/itm/Leviton-80701-I-1-Gang-Toggle-Device-Switch-Wallplate-Standard-Size-Thermoplas-/353350539724']"
14SOLGRN,"['https://shop.sequelelectricalsupply.com/buy/product/thhn-cu-14-sol-grn-2500-rl/34562', 'https://www.keelectricsupplycorp.com/buy/product/CU-B07888/98010012347?ID=/WIRE/WIRE-ALUMINUM/dept-1KA', 'https://www.remingtonindustries.com/hook-up-wire/hook-up-wire-14-awg-600v-thhn-solid-kit-50-length-each/', 'https://www.pomonawholesale.com/index.jsp?path=product&part=11061&process=search&&previous=11056']"
LIT DSXPGT LED,['https://kscdirect.com/item/LIT+DSXPG+LED+30C+1000+50K+T5W+MVOLT+DWHXD/LITHONIA+LIGHTING_LITHONIA+D-SERIES+LED+PARKING+GARAGE+FIXTURE']
TEC U5355-000005-030PA,[]
EVR 528,[]
YUA NP12-12,"['https://jbjsupply.com/yuasa-np12-12fr/', 'https://jbjsupply.com/yuasa-genuine-np12-12-12-volt-12-amph-sla-battery-with-f2-terminal/', 'https://www.tessco.com/product/532519']"
ASH 45-1279SS-04L-XSG 160 PSI,[]
12SOLYEL,"['https://www.ebay.com/itm/SOUTHWIRE-E23919-YELLOW-500FT-SPOOL-THHN-THWN-WIRE-12-AWG-SOLID-600V-F-SHIP-/283679510016', 'https://www.mainelectricsupply.com/itemdetail/12YELSOL']"
